label,youtube_id,time_start,time_end,split
washing hands,6ViW4rOiiao,43,53,train
baking cookies,6X8QZFadY-U,252,262,train
sweeping floor,6YrcTIuPEFw,20,30,train
baking cookies,6ZcjH6BbufY,0,10,train
cooking chicken,6Ze4R4mbcfk,24,34,train
folding clothes,6_CKo6H3hI4,0,10,train
baking cookies,6_XemTR_Akk,39,49,train
sweeping floor,6aGct9vBepI,40,50,train
cooking chicken,6b4gXkX04Xw,147,157,train
folding clothes,6cSd59fqzpk,2,12,train
folding clothes,6csip7jCrIQ,42,52,train
washing dishes,6drfeyXtH0k,40,50,train
cooking chicken,6eJHsxZKLmM,42,52,train
cooking chicken,6eL-kY_ojDI,86,96,train
mopping floor,6efrH_csPq4,3,13,train
making bed,6f5sT-KBEKE,145,155,train
doing laundry,6fI9oGwmYaI,33,43,train
cooking chicken,6fw_X9Qt1Qo,93,103,train
baking cookies,6gQIfnZZ7SA,4,14,train
baking cookies,6gmc79zOAQc,121,131,train
making bed,6hnP_nS38u8,64,74,train
making bed,6iXZaL-cavw,40,50,train
sweeping floor,6j2Y_COBsuI,12,22,train
washing dishes,6lgfRCqIvjI,24,34,train
washing hands,6lzVpj1DP8E,61,71,train
washing dishes,6mnoOfHsvRM,2,12,train
doing laundry,6q1MyI4yEco,10,20,train
mopping floor,6qkBW7KGnwI,23,33,train
baking cookies,6rnD7N3gNy0,2,12,train
baking cookies,6rt_mZ0-TJI,347,357,train
folding clothes,6rxIgFYhtK4,4,14,train
cooking chicken,6skjbVDVEg4,568,578,train
washing hands,6vYdv4ErW9w,16,26,train
washing dishes,6wUucppNpEc,0,10,train
washing hands,6wVZUF-Vh5Y,8,18,train
making bed,6xWB9Zjpza0,82,92,train
making bed,6xcsucj3sNY,435,445,train
cooking chicken,6ykqgqoBBZw,0,10,train
washing hands,6z6iFou8nW0,58,68,train
washing dishes,6zFJrZ584CQ,8,18,train
folding clothes,6zxOOM_LfCg,5,15,train
cleaning toilet,7-7uMNz5iV0,14,24,train
making bed,7-iJKAx_YUM,222,232,train
washing hands,7-s6VDV94oE,21,31,train
cooking chicken,70AUctACKcM,35,45,train
sweeping floor,71MPbBpmptg,3,13,train
washing dishes,73nrOkGSlk0,22,32,train
washing dishes,74iodWPPH7M,28,38,train
sweeping floor,751u9N8SBlk,61,71,train
washing hands,75uYCCHGLkw,11,21,train
washing dishes,76nrHUTBrgk,19,29,train
doing laundry,7712i5IsLTQ,1,11,train
cleaning toilet,77Sh2T7swuY,111,121,train
folding clothes,78EjWJSjUxA,0,10,train
cooking chicken,78Gydf4V_Xg,164,174,train
baking cookies,79BxmBb0FjY,170,180,train
cooking chicken,79ddi0_Jnl8,147,157,train
baking cookies,79sax2zd6rk,20,30,train
sweeping floor,7AeThKEcmI8,2,12,train
baking cookies,7BhET1oWVZQ,65,75,train
mopping floor,7BsBl4sl2B8,134,144,train
cooking chicken,7E-RzdShGBU,155,165,train
washing dishes,7F-d52Ft5ac,34,44,train
mopping floor,7FPvAakfM9Y,33,43,train
baking cookies,7G4BVSjsQz0,88,98,train
cooking chicken,7GE-5t2RjYU,12,22,train
washing dishes,7GGWSyAjxOk,42,52,train
sweeping floor,7H18TuuqVME,14,24,train
cooking chicken,7KMQtSGF_mg,290,300,train
sweeping floor,7KNhwGrDqO4,1,11,train
doing laundry,7KnzBBIwgGg,61,71,train
washing hands,7Kv5ghv97Qo,123,133,train
making bed,7L29WCRihyo,7,17,train
folding clothes,7LXveMKs26k,68,78,train
washing dishes,7O2H2IgEK64,101,111,train
doing laundry,7SLzndzjL9w,13,23,train
baking cookies,7TYDyd-wpyY,16,26,train
cleaning toilet,7Taawefc7Fg,136,146,train
making bed,7U7huJ4GEtw,9,19,train
cleaning toilet,7Wji_qDfwVY,337,347,train
cooking chicken,7XgW-lFB-1E,98,108,train
making bed,7XkUVG9iegE,18,28,train
washing hands,7ZPn-7-t3ZY,2,12,train
baking cookies,7Zmnap6VzK8,9,19,train
folding clothes,7_g0qFa4izU,1446,1456,train
baking cookies,7a_tBDe0FZc,210,220,train
making bed,7cMP24pxfXs,281,291,train
doing laundry,7d1sB-ZEqKk,29,39,train
sweeping floor,7ddXOvNFG-8,97,107,train
folding clothes,7f0DqT2zxTQ,85,95,train
washing hands,7fEZVaSgahE,2,12,train
doing laundry,7fRljoi32nU,18,28,train
washing dishes,7hMrNlp_6Yc,1,11,train
cooking chicken,7ihqbdDYl_8,69,79,train
doing laundry,7in1YseTaOM,48,58,train
baking cookies,7ja9looPOEw,414,424,train
folding clothes,7jlnLst3s14,76,86,train
washing dishes,7krt6k2ujlo,373,383,train
making bed,7nszxUtqR3c,3,13,train
cooking chicken,7nuf-KGwHTY,175,185,train
washing dishes,7qKGZWiY_Mc,10,20,train
sweeping floor,7qfb7sEjexY,4,14,train
making bed,7qrYosDBSvI,201,211,train
washing hands,7s0ixX-mfgg,46,56,train
cooking chicken,7sAYajXUZo4,378,388,train
washing hands,7u8PvkgXjzw,74,84,train
cleaning toilet,7uMfqhG1PPU,11,21,train
doing laundry,7uUU5ot-xqo,35,45,train
making bed,7uqlVZtydbM,3,13,train
folding clothes,7vCDcSsSP_Y,80,90,train
washing dishes,7vHhk8ASXRo,1,11,train
cleaning toilet,7vZBSfnFQYY,22,32,train
sweeping floor,7vcsqzS3EZU,15,25,train
cooking chicken,7vdQ1BwpQoA,572,582,train
sweeping floor,7vp-Hceoo9E,2,12,train
mopping floor,7w_9dc-DzxU,16,26,train
washing hands,7wrPzWuctq0,2,12,train
washing hands,7xCbBoEBfYk,83,93,train
sweeping floor,7zDvgWY_FSs,32,42,train
sweeping floor,8-GR6Xw8Ug8,13,23,train
making bed,80bzI-pN83Y,77,87,train
baking cookies,80iHPdAsfZ8,18,28,train
cooking chicken,81kKfo31KwA,172,182,train
washing hands,834rPAlCp54,57,67,train
washing dishes,84726QmP1yU,1,11,train
making bed,84YdIpJp618,187,197,train
baking cookies,85IGuzrAMTI,190,200,train
doing laundry,85uuutw02AU,50,60,train
washing dishes,87BqcZKBzfQ,30,40,train
mopping floor,87WMPkJN78U,1,11,train
mopping floor,87ZgPfg4vRQ,52,62,train
washing hands,89SXXUKrgCw,117,127,train
cooking chicken,8AAybyyj_MU,264,274,train
washing hands,8DX6zxnA_tE,84,94,train
making bed,8DZQtPHL7W0,482,492,train
mopping floor,8DlvRudzDjo,38,48,train
cleaning toilet,8F5Ss4jfdMQ,18,28,train
cleaning toilet,8FTq2bZhP7E,49,59,train
washing dishes,8FhstbPUfDk,106,116,train
folding clothes,8FmuJldTNQ8,518,528,train
cleaning toilet,8FtqYo4vwFY,127,137,train
cooking chicken,8HG_raAiRVs,263,273,train
baking cookies,8ImKNRTOz8c,3,13,train
washing dishes,8IqHQwVqg8g,76,86,train
washing hands,8J3R_Rfk7E4,10,20,train
baking cookies,8JJ7yYJr5qE,85,95,train
making bed,8KEpVgy-fbU,26,36,train
making bed,8LK8Naou3Mo,12,22,train
washing dishes,8LrH80mQ-W0,4,14,train
washing dishes,8NkYwmG2vTs,504,514,train
mopping floor,8Nr4ILm7bwc,0,10,train
cleaning toilet,8ON-F_HOJ_c,58,68,train
cooking chicken,8P2mxyyzZrs,349,359,train
baking cookies,8Rm-u4owS3A,95,105,train
making bed,8TdzP3LnjIs,226,236,train
cleaning toilet,8UDhufHCBQM,13,23,train
baking cookies,8UWf5-llXhY,110,120,train
washing hands,8WOhYFNyTec,111,121,train
baking cookies,8W_0eZYmCwY,742,752,train
washing hands,8YFEV4mRy70,19,29,train
cleaning toilet,8a-HwIL8sts,2,12,train
washing dishes,8a9221ySvR0,4,14,train
folding clothes,8aBu4nDF3i8,16,26,train
washing hands,8aFScwLub1o,16,26,train
washing hands,8b1Z5fBDHds,20,30,train
doing laundry,8bHd6Ah214M,73,83,train
washing hands,8bKEsPKS8i8,14,24,train
doing laundry,8bcdm0xYaA0,0,10,train
washing hands,8by_RJVcvS0,25,35,train
washing hands,8ch7ES7sXfk,58,68,train
washing dishes,8ciI6Q_FYw4,15,25,train
folding clothes,8cxyEhMqpRw,7,17,train
washing dishes,8dGop-7veQA,58,68,train
cleaning toilet,8diuaVb2r38,2,12,train
cooking chicken,8dproeu7cTI,2,12,train
cooking chicken,8ebL87byDZg,34,44,train
baking cookies,8fAGLjGI3Mo,252,262,train
cooking chicken,8g-ppTPGSLI,222,232,train
washing hands,8gZPUTTmyE4,4,14,train
baking cookies,8hXHdFkAvHA,350,360,train
sweeping floor,8iXcuHRfceA,34,44,train
doing laundry,8jS7shslC1M,4,14,train
washing dishes,8ja9tcoRMqU,216,226,train
sweeping floor,8kljJfhc-SU,1,11,train
doing laundry,8lRC1tNDXd0,11,21,train
cleaning toilet,8ot63OfOQWU,58,68,train
sweeping floor,8ot6Ic8o62M,0,10,train
sweeping floor,8p6OKFiMHj8,10,20,train
mopping floor,8pBqJaZS6As,10,20,train
folding clothes,8pEVKedqERU,0,10,train
washing dishes,8pEylvyx-lM,20,30,train
making bed,8sG97Nm9yPw,374,384,train
washing dishes,8t9CaS_m4ho,23,33,train
making bed,8tcj4BbmFmE,263,273,train
washing hands,8tqbL3t-Wcc,10,20,train
baking cookies,8u0_XMh7ccg,329,339,train
sweeping floor,8u6q4PpI66g,10,20,train
doing laundry,8w_N-KoK8vM,131,141,train
washing hands,8xDT8rzezkM,73,83,train
doing laundry,8yY4DNZ-V34,25,35,train
cooking chicken,8zipMT9DnUg,259,269,train
baking cookies,9-NgyujegZI,252,262,train
folding clothes,905KtFs0VGw,33,43,train
washing dishes,91HSVhRU2ys,2,12,train
making bed,91r0tt4qkoo,138,148,train
cooking chicken,925u1qdT9zY,34,44,train
folding clothes,93M5vRuJP0c,40,50,train
making bed,94ALIcZgzBM,35,45,train
doing laundry,94Caka8M6Y8,65,75,train
doing laundry,94Eg_1Qsi_o,181,191,train
folding clothes,94LKKUNscnc,25,35,train
baking cookies,95P9F-j9qQk,139,149,train
washing dishes,969kylY3yf4,25,35,train
cooking chicken,96q99M9qT24,306,316,train
baking cookies,981I6esF4NQ,204,214,train
cleaning toilet,985A7dA1HOc,73,83,train
cooking chicken,99gTpO11if0,327,337,train
washing dishes,9Bcna2ouebU,71,81,train
washing dishes,9CvLnMnJ7lQ,128,138,train
mopping floor,9DOgeEv6QCg,49,59,train
washing hands,9DgBBl7-YVo,24,34,train
washing hands,9E7nO2eh2TM,11,21,train
washing hands,9F7MH87VwxE,65,75,train
baking cookies,9FDABysmtOU,0,10,train
cooking chicken,9Flwa3SYFfA,197,207,train
folding clothes,9Fr76pSDU_I,44,54,train
cleaning toilet,9Ge3rvFK350,53,63,train
sweeping floor,9GvMCNMaQYU,21,31,train
baking cookies,9H8SaQnMdW8,96,106,train
cooking chicken,9IGIB0B4yQY,184,194,train
making bed,9Iwdw4ItyKU,10,20,train
cooking chicken,9Jgddvi4CPg,31,41,train
baking cookies,9K3vw5SGhkw,12,22,train
washing hands,9KIIOTvKcY4,29,39,train
cooking chicken,9LDznozzzoQ,158,168,train
washing dishes,9Mr1MKv25Zg,16,26,train
cleaning toilet,9NimMQyM_8g,45,55,train
cooking chicken,9O1bScEDLvA,118,128,train
baking cookies,9OgQ-YGacMA,200,210,train
washing hands,9OqYdScg6b4,18,28,train
washing hands,9QL156Jiojs,18,28,train
doing laundry,9RB3cQMUNuI,29,39,train
cleaning toilet,9Rf7Y6CoE7k,58,68,train
baking cookies,9Rtxo-RRwRk,2,12,train
washing dishes,9VM0vRVSztc,12,22,train
baking cookies,9WcUjWU42gU,272,282,train
washing hands,9YUfsw3q_BI,3,13,train
making bed,9YyYYmIjz0Q,14,24,train
washing hands,9a-rp1phPwU,4,14,train
mopping floor,9aTSv2IJbvo,40,50,train
washing dishes,9afe3QsP6PY,3,13,train
washing hands,9aygfFqe23A,1,11,train
cleaning toilet,9bLGgjqvOe4,50,60,train
cleaning toilet,9duASME70GE,1,11,train
cooking chicken,9eFZgSUgw2I,53,63,train
folding clothes,9eki4LXaXPc,1,11,train
washing dishes,9em9BhqG2kQ,48,58,train
cleaning toilet,9gPonTcJBx8,65,75,train
folding clothes,9gnchQkgERs,11,21,train
making bed,9hX2CVhHRXg,69,79,train
washing dishes,9hvXJWIgpc4,84,94,train
washing hands,9jQ7j80H_eA,63,73,train
washing dishes,9jRAxk5dpAs,18,28,train
washing dishes,9jkXWPTo8hA,42,52,train
washing dishes,9l9sYrh8jKA,35,45,train
washing dishes,9lG8ZNSFggE,25,35,train
washing dishes,9lqZAd6D3dw,113,123,train
folding clothes,9lzMap29zD0,2571,2581,train
washing hands,9mJDbtJKHSU,17,27,train
sweeping floor,9mVDqyXHXp0,0,10,train
sweeping floor,9myinyGMIBc,73,83,train
baking cookies,9nzovh25kaY,402,412,train
cooking chicken,9ooDjkoClhU,138,148,train
baking cookies,9oupNzep9yY,303,313,train
cooking chicken,9pJd4jqsZSg,79,89,train
cooking chicken,9qRLbTGVkbM,103,113,train
doing laundry,9r8SO1bSsNI,133,143,train
washing hands,9rEvUY4euFk,13,23,train
cleaning toilet,9sDL9eFuPp0,15,25,train
cooking chicken,9sOTs6bWkSE,195,205,train
washing hands,9tX19TR5t2s,88,98,train
sweeping floor,9vjr6rPXCjo,11,21,train
doing laundry,9w42JfVZEfw,24,34,train
making bed,9wXqdQ6W__E,153,163,train
doing laundry,9waPdJoh-lU,11,21,train
doing laundry,9x8FxqP1cEs,11,21,train
folding clothes,9xibzf61kWA,1,11,train
washing hands,9zJUzneCGME,38,48,train
washing hands,9zPloZwrGAE,55,65,train
washing dishes,A-KkomWPFcg,7,17,train
cooking chicken,A-U6b6a6va0,218,228,train
making bed,A-ffVCtxtDA,180,190,train
sweeping floor,A-oDyhOgPtQ,16,26,train
cleaning toilet,A0bK01tVXpc,46,56,train
making bed,A1-MG5fhaOw,168,178,train
cooking chicken,A26ixTIqwHQ,0,10,train
baking cookies,A2bNrvS3lyQ,254,264,train
washing hands,A3BqDeFBujU,16,26,train
baking cookies,A3TOEgFMVQw,478,488,train
baking cookies,A4xQM-KBC_k,63,73,train
sweeping floor,A5w8HLVwFDg,1,11,train
cooking chicken,A6GWWgwvVRk,316,326,train
cooking chicken,A8VfWSdgrIc,290,300,train
cooking chicken,A94UKFeSWo8,232,242,train
folding clothes,A9rFEFr0E7E,11,21,train
washing dishes,AADCIlca3Rw,15,25,train
baking cookies,AA_E3z94Kdk,585,595,train
washing hands,AAh4l_z6nb8,3,13,train
cooking chicken,ABF6eVpivag,285,295,train
folding clothes,AD-DtCVbVDQ,44,54,train
cooking chicken,AFI7967kNus,266,276,train
cleaning toilet,AHO127gcNNs,25,35,train
folding clothes,AHb8ICCo_MU,4,14,train
doing laundry,AIq5XtopJn4,11,21,train
cooking chicken,AIwHSkuqC1Y,992,1002,train
making bed,AJR73UkAkZ0,74,84,train
cooking chicken,AJaYDaL8kMQ,1883,1893,train
washing dishes,AK5Yg18bmJY,53,63,train
cleaning toilet,AK_TMVxHXlk,133,143,train
cleaning toilet,ALNFCAcWPz8,2,12,train
folding clothes,AMscqWKWAgE,27,37,train
washing hands,ANf4b4YzTT4,0,10,train
cooking chicken,AP9g-NvAQwY,83,93,train
folding clothes,APUc4PVsLmI,455,465,train
folding clothes,AQaygMdrsuM,2,12,train
cleaning toilet,AUq5JDLscNU,65,75,train
baking cookies,AVpasLboDJM,136,146,train
baking cookies,AWdSR1ORALw,60,70,train
baking cookies,AWdUZ0rruFU,342,352,train
sweeping floor,AX5UZ0sYlqs,3,13,train
washing hands,AXYP3hDrP-k,27,37,train
cooking chicken,AY1CsIuu3jg,229,239,train
washing dishes,AYhvZ4wwV-c,41,51,train
making bed,AZHOyfx3mU8,66,76,train
cooking chicken,AZupt2NkeRQ,108,118,train
folding clothes,Aa9YODATX0E,1,11,train
mopping floor,Ad20HE4pcr4,1,11,train
baking cookies,AdR80IgvmDM,57,67,train
making bed,AdcZ5cj4P2I,12,22,train
cooking chicken,AdjGBJ5sLqA,316,326,train
cooking chicken,AdjqRJ5aGB8,86,96,train
making bed,AdwS9UEt1Jg,125,135,train
washing hands,Ae4Y6o01PME,64,74,train
making bed,AeOC8lozqVk,21,31,train
washing dishes,Aedciaa6hIs,3,13,train
doing laundry,Af96X3LmXng,56,66,train
washing dishes,Af9UOOCee_I,1,11,train
making bed,AfG955p7vxg,6,16,train
washing dishes,AfUu4S9Esyg,4,14,train
cleaning toilet,AgLgR4VDNHk,129,139,train
folding clothes,Aghg4UqQwwQ,24,34,train
mopping floor,AivSWamGfjM,24,34,train
cooking chicken,AjSwqcJQZ74,250,260,train
cooking chicken,AmWxfGmlzn0,313,323,train
folding clothes,AmmUfd26djU,4,14,train
folding clothes,ApT21UbPmEg,238,248,train
cleaning toilet,Aq-7tJK5tm0,215,225,train
baking cookies,ArkM_h1jW6M,47,57,train
baking cookies,AudUoUphC4M,61,71,train
sweeping floor,AvCq89ntbLg,176,186,train
folding clothes,AvVNMkxYPGk,1,11,train
cooking chicken,Aw3Q3buNmgg,130,140,train
washing dishes,Aw9HCZREJoU,0,10,train
washing dishes,AwX-SLvpny8,30,40,train
cooking chicken,Awm6MWRRAa4,222,232,train
doing laundry,Awv_Yr19c4I,7,17,train
washing hands,Ax75yAW9zFo,236,246,train
mopping floor,AxBuPIt4m2k,0,10,train
washing dishes,B-65MpDqEuM,85,95,train
baking cookies,B-Ewg8pusf4,7,17,train
cooking chicken,B-SQ8cYQSMk,222,232,train
mopping floor,B0rorWq-j44,18,28,train
making bed,B1KvlpIDCzw,63,73,train
cooking chicken,B1arW5JeGeA,205,215,train
baking cookies,B1z9EYJggAo,166,176,train
washing hands,B21xjJ8DYOM,25,35,train
cooking chicken,B2jawJv5Nb4,20,30,train
cooking chicken,B2oK-Y26eSI,137,147,train
folding clothes,B56YQC9f75s,0,10,train
sweeping floor,B5MDp1JXcDs,8,18,train
washing dishes,B5unVRRvC2Q,8,18,train
washing hands,B6-o9wfsVuE,3,13,train
washing dishes,B7YrdUEw9g0,28,38,train
sweeping floor,B8Cmmhe-f_k,14,24,train
making bed,B8O05lXi5CQ,16,26,train
washing hands,B8Ttif3qjSI,14,24,train
cooking chicken,B8YSVKMq20M,429,439,train
mopping floor,B9ea7YyCP6E,0,10,train
mopping floor,BB6Ek4DR5o4,3,13,train
cooking chicken,BDReWmFgDP0,178,188,train
cooking chicken,BDbTkmhDM2A,87,97,train
folding clothes,BDqZ30Wr14A,8,18,train
washing dishes,BEfwwxGBU-w,77,87,train
washing hands,BEjf-gpo2ZQ,71,81,train
baking cookies,BFmEYJwwpW8,4,14,train
doing laundry,BGSWS2SB6i8,40,50,train
cleaning toilet,BGX2bjtcMfc,63,73,train
washing hands,BGsN198GVjA,23,33,train
making bed,BIiNNK0Ez-E,56,66,train
baking cookies,BJi4ARo8S-o,804,814,train
folding clothes,BKS_3NOvxVQ,52,62,train
folding clothes,BKqNlNdJigs,11,21,train
washing hands,BLamvR0GIE8,4,14,train
mopping floor,BLpKwYvcz14,41,51,train
making bed,BPF5P2IY2hc,34,44,train
mopping floor,BPh4jLE2e7A,98,108,train
washing dishes,BPwzGczv3RU,28,38,train
washing hands,BQ4dqlqZpXY,109,119,train
washing dishes,BR1mASL3lTU,4,14,train
cleaning toilet,BRdPjMp6C5k,111,121,train
baking cookies,BSUsbyVy1W0,158,168,train
washing dishes,BUFhT1GsMU0,208,218,train
sweeping floor,BV70o6ODqxE,23,33,train
washing dishes,BV8hSZlSsCI,69,79,train
folding clothes,BVDYq5-IeIA,8,18,train
doing laundry,BWqOCs4yVo4,0,10,train
making bed,BX5RcOB-3lg,182,192,train
cooking chicken,B__XRPoED3I,265,275,train
washing dishes,Ba1arlyPybk,128,138,train
baking cookies,BcOmDshPXSQ,634,644,train
washing hands,BdT_kiExlNo,65,75,train
baking cookies,BduTx1Zn43c,11,21,train
making bed,BdyjmktOXIc,19,29,train
washing dishes,BeHBbzEiRrE,1,11,train
cooking chicken,BeRd0bat6cc,192,202,train
cleaning toilet,BeRsC-tXkhw,22,32,train
cleaning toilet,BfB3HZNCyX8,0,10,train
mopping floor,BgW7wFvwdl8,42,52,train
mopping floor,BhGrdNRhDbA,15,25,train
cooking chicken,BhiWVwueRNo,229,239,train
cooking chicken,BiHb0qGx0Dg,19,29,train
cleaning toilet,BiUYVU6jQcA,6,16,train
washing dishes,Bj1kYQ1Pv2c,1,11,train
washing dishes,BjjN_aq_wq4,42,52,train
washing hands,BkO92yU1oqY,94,104,train
folding clothes,BkXupqPClwM,11,21,train
folding clothes,Bm6XGx7CGU8,191,201,train
mopping floor,Bm9L3rt9gJw,4,14,train
doing laundry,BmH1vRJdjtc,373,383,train
folding clothes,BmOfppeOX0Y,27,37,train
washing hands,BmUd2XFya_A,0,10,train
making bed,Bma83zMfzQQ,88,98,train
cleaning toilet,BnJDg9IEsBc,58,68,train
doing laundry,Bo0yrgn9zk4,87,97,train
making bed,BoI12zbhOEw,127,137,train
washing dishes,BoyTgfjF16U,5,15,train
cooking chicken,BpX6Hst5iv4,244,254,train
making bed,Bq0R48bHZnY,412,422,train
washing hands,Bqh9jjqEWAo,68,78,train
making bed,Br6SvOvfFtI,0,10,train
baking cookies,BsTSm9hqZvM,29,39,train
washing dishes,Buo9fLKaaJ0,86,96,train
baking cookies,BvBvdawr6RU,12,22,train
baking cookies,BvVgAtjsbKs,387,397,train
doing laundry,ByF8Pg3xXNA,0,10,train
mopping floor,Byf2QeGhqj8,1,11,train
washing dishes,Byfno7q1T-w,231,241,train
doing laundry,BzKJpnrkyr8,10,20,train
cleaning toilet,Bzi4C40icYo,3,13,train
making bed,C0R1bM-mAII,0,10,train
doing laundry,C0WpW2nQhX4,65,75,train
washing dishes,C1NKrKZCLPM,54,64,train
cleaning toilet,C1Ya5kGj45U,140,150,train
doing laundry,C45UEQ5Oxno,75,85,train
washing dishes,C4R_KWYCh6o,157,167,train
baking cookies,C59Z-Kw40kM,240,250,train
washing hands,C5I0t980OGk,45,55,train
baking cookies,C5KcdwGSvbw,102,112,train
washing hands,C5WtSXjnPvk,48,58,train
washing hands,C6SPwbLCtc0,178,188,train
cleaning toilet,C7PqKVsmIZg,55,65,train
making bed,C7vU3D7yzwY,3,13,train
cooking chicken,C8ogK9Bg8R4,118,128,train
mopping floor,C8xjbUqkkzs,7,17,train
making bed,C9TN1DsMxTA,31,41,train
making bed,CAEWLmS8GqU,87,97,train
baking cookies,CAlzwfY2IW4,192,202,train
folding clothes,CB7T4NRvVN8,131,141,train
cooking chicken,CEoBAsl7zYo,192,202,train
washing dishes,CFA4x5BryYs,14,24,train
folding clothes,CFiRm4c1VBc,302,312,train
washing dishes,CG-SE5rIIHw,26,36,train
cleaning toilet,CGEPh1b29kY,66,76,train
washing hands,CHdo9jgp5jc,0,10,train
baking cookies,CHj8XwK7L14,23,33,train
folding clothes,CHjW1ci14XY,41,51,train
washing hands,CI4thzdXJF4,125,135,train
mopping floor,CIDV2JyH_FU,3,13,train
sweeping floor,CIRvFzY0YqQ,20,30,train
cleaning toilet,CIVwMpIDpv4,182,192,train
mopping floor,CJ9qVLbsSiM,108,118,train
washing dishes,CJKwvmOuhJk,2,12,train
washing dishes,CJaXccQDkRc,108,118,train
making bed,CJcFLqFStOw,173,183,train
cleaning toilet,CKfvxiVlPDA,231,241,train
washing dishes,CL43Wr3kl4I,3,13,train
baking cookies,CL5SbKH09Zo,113,123,train
sweeping floor,CLP6zEjpNmk,0,10,train
washing dishes,CLekX6LEovU,19,29,train
doing laundry,CM3tD22RxB8,4,14,train
cleaning toilet,CM9GzLpu5Cs,8,18,train
mopping floor,CMCf5aVBQJA,6,16,train
doing laundry,CMJEDej2tGE,33,43,train
mopping floor,CNj90qpbp8o,23,33,train
sweeping floor,CO-XPxjQucc,17,27,train
sweeping floor,CP9Vtimdqsg,1,11,train
mopping floor,CQ7fdKvS6xc,4,14,train
cleaning toilet,CQKMvZwQqeY,38,48,train
doing laundry,CQnMCGdEChs,80,90,train
doing laundry,CQxIBhf6RIk,3,13,train
sweeping floor,CRH597GnuiI,70,80,train
baking cookies,CRn0XWkbRRI,107,117,train
washing hands,CSC8Nm3VqrI,28,38,train
sweeping floor,CSWaCV1oyD0,16,26,train
cooking chicken,CSmlAnr5T2E,51,61,train
making bed,CSt8HQ8nKfI,4,14,train
washing hands,CSuzuJsqeRo,2,12,train
cooking chicken,CTiM-_JdMP4,130,140,train
making bed,CTvUAMYCzBI,73,83,train
mopping floor,CUAA8L9_Lj0,10,20,train
folding clothes,CV8Bo2efcyw,13,23,train
washing dishes,CW2lnqfTqVU,2,12,train
washing hands,CX3-wDV8BdE,4,14,train
cooking chicken,CYOXkmOHexM,209,219,train
folding clothes,CYXOO1zXacs,1,11,train
washing dishes,CYc3heQbiKQ,0,10,train
folding clothes,CZ-9KDXQcP4,11,21,train
doing laundry,CZk3l0JEhfs,61,71,train
sweeping floor,C_sKJI9VgiQ,47,57,train
washing hands,CaRS8f3hYUg,24,34,train
making bed,Cc09X8LTO6A,204,214,train
baking cookies,CcCqurneti8,293,303,train
washing hands,CcK_vQRbmUA,4,14,train
sweeping floor,Ccwvhn-uVjs,2,12,train
washing dishes,Ce3zVX2xqcQ,72,82,train
baking cookies,Cfj4tCL429Q,16,26,train
mopping floor,CfkbyDuqmwQ,7,17,train
washing hands,Ciu5OlrbbYI,4,14,train
mopping floor,Cj5uFZfaNGM,15,25,train
washing dishes,Cl4Acp8wrXg,233,243,train
baking cookies,ClKf34MwpOg,73,83,train
sweeping floor,Cnk8fB0kvu4,11,21,train
washing hands,CntH3-MK1Lo,27,37,train
making bed,Cp53Xvd9tGU,196,206,train
mopping floor,CpTYKfkbaZY,2,12,train
washing hands,Cq8VZQTJ1io,60,70,train
washing hands,CqqDP4vfdtE,37,47,train
folding clothes,Cu8DS3qDK6I,19,29,train
sweeping floor,CvHTYtJvExE,35,45,train
washing dishes,CvRqYcma4P0,16,26,train
folding clothes,CvYencroKQ8,339,349,train
washing hands,CvxQFE4QCKc,22,32,train
washing dishes,Cw9LRys1TVM,2,12,train
washing hands,Cwmphwgr7k0,51,61,train
making bed,CwsVH07opGg,3,13,train
mopping floor,Cy4S6P4CFxY,5,15,train
folding clothes,CyalSuBIS_M,175,185,train
mopping floor,Cyq6fudev9E,38,48,train
folding clothes,CzpMpWncjNY,28,38,train
baking cookies,D01dmHYACz4,241,251,train
cleaning toilet,D3EAzy3AHuc,64,74,train
